frame,t_s,cap_ms,enh_ms,assess_ms,total_ms,score
403,4.2253,2.7695,6.4262,1.1071,10.3028,54.2203
404,4.2357,2.8511,6.4399,1.1118,10.4028,54.2203
405,4.2461,2.7457,6.4904,1.1278,10.3639,54.2203
406,4.2564,2.7965,6.4195,1.1411,10.3571,54.2203
407,4.2670,2.9460,6.4359,1.1470,10.5289,54.2203
408,4.2773,2.8248,6.4123,1.1247,10.3618,54.2203
409,4.2878,2.8209,6.4589,1.1382,10.4180,54.2203
410,4.2981,2.7990,6.4006,1.1532,10.3528,54.2203
411,4.3085,2.8043,6.4334,1.1032,10.3409,54.2203
412,4.3190,2.7937,6.4662,1.2351,10.4950,54.2203
413,4.3292,2.7391,6.4281,1.1118,10.2790,54.2203
414,4.3396,2.8396,6.3882,1.1108,10.3386,54.2203
415,4.3499,2.7649,6.4617,1.1204,10.3470,54.2203
416,4.3602,2.7770,6.4060,1.1259,10.3089,54.2203
417,4.3707,2.8645,6.4297,1.1366,10.4308,54.2203
418,4.3811,2.8459,6.4508,1.1129,10.4096,54.2203
419,4.3915,2.7757,6.4656,1.1429,10.3842,54.2203
420,4.4019,2.9020,6.4161,1.1423,10.4604,54.2203
421,4.4124,2.8681,6.4577,1.1123,10.4381,54.2203
422,4.4226,2.7525,6.3971,1.1072,10.2568,54.2203
423,4.4329,2.7496,6.4233,1.1181,10.2910,54.2203
424,4.4433,2.8794,6.4019,1.1122,10.3935,54.2203
425,4.4537,2.7770,6.4472,1.1049,10.3291,54.2203
426,4.4639,2.7582,6.4156,1.1135,10.2873,54.2203
427,4.4745,2.9333,6.4518,1.1306,10.5157,54.2203
428,4.4849,2.7983,6.4638,1.1359,10.3980,54.2203
429,4.4952,2.8121,6.4230,1.1187,10.3538,54.2203
430,4.5056,2.7668,6.4341,1.1373,10.3382,54.2203
431,4.5160,2.8158,6.4475,1.1320,10.3953,54.2203
432,4.5263,2.8497,6.4038,1.1093,10.3628,54.2203
433,4.5367,2.7591,6.4525,1.1153,10.3269,54.2203
434,4.5468,2.7692,6.2425,1.1167,10.1284,54.2203
435,4.5572,2.7702,6.4886,1.1042,10.3630,54.2203
436,4.5675,2.7626,6.4277,1.1161,10.3064,53.8795
437,4.5778,2.8107,6.4358,1.1181,10.3646,52.7170
438,4.5882,2.7545,6.4596,1.1284,10.3425,52.1658
439,4.5986,2.8334,6.4665,1.1303,10.4302,52.1816
440,4.6089,2.8141,6.4137,1.1088,10.3366,52.0531
441,4.6194,2.8026,6.5156,1.1287,10.4469,51.2499
442,4.6298,2.8223,6.4049,1.1309,10.3581,51.1938
443,4.6400,2.7440,6.4270,1.1114,10.2824,51.3564
444,4.6504,2.8972,6.3897,1.1145,10.4014,50.7690
445,4.6608,2.7621,6.4362,1.1275,10.3258,50.1115
446,4.6710,2.7567,6.3848,1.1121,10.2536,49.9920
447,4.6815,2.8143,6.4929,1.1138,10.4210,49.6733
448,4.6918,2.7266,6.4400,1.1314,10.2980,49.4926
449,4.7020,2.7365,6.4269,1.1238,10.2872,49.4005
450,4.7125,2.8098,6.4697,1.1308,10.4103,50.0542
451,4.7229,2.8354,6.4648,1.1420,10.4422,49.5492
452,4.7332,2.7917,6.4188,1.1253,10.3358,49.8157
453,4.7437,2.8153,6.5021,1.1554,10.4728,48.9991
454,4.7541,2.8259,6.4679,1.1203,10.4141,49.3565
455,4.7644,2.7522,6.4397,1.1118,10.3037,49.8516
456,4.7748,2.7865,6.4608,1.1161,10.3634,49.4520
457,4.7852,2.7969,6.5054,1.1125,10.4148,49.2551
458,4.7955,2.7565,6.3946,1.1107,10.2618,50.1210
459,4.8059,2.7697,6.4816,1.1186,10.3699,50.4301
460,4.8163,2.8156,6.4719,1.1242,10.4117,50.1818
461,4.8266,2.7635,6.4009,1.1220,10.2864,50.0700
462,4.8369,2.7635,6.4152,1.1159,10.2946,50.5778
463,4.8473,2.8486,6.3811,1.1470,10.3767,50.1652
464,4.8576,2.7942,6.4609,1.1374,10.3925,50.5404
465,4.8680,2.8038,6.4137,1.1123,10.3298,50.6916
466,4.8784,2.8216,6.4217,1.1288,10.3721,51.0679
467,4.8888,2.9466,6.4053,1.1332,10.4851,51.0143
468,4.8993,2.8940,6.4132,1.1069,10.4141,51.6448
469,4.9096,2.7731,6.4880,1.1188,10.3799,51.8582
470,4.9200,2.7938,6.4051,1.1149,10.3138,52.7142
471,4.9303,2.7826,6.4274,1.1181,10.3281,53.0561
472,4.9407,2.8235,6.4147,1.1992,10.4374,53.9238
473,4.9511,2.7948,6.4237,1.1144,10.3329,54.1481
474,4.9614,2.7972,6.4443,1.1249,10.3664,54.2203
475,4.9719,2.8262,6.4190,1.1955,10.4407,54.2203
476,4.9822,2.7929,6.4593,1.1118,10.3640,54.2203
477,4.9926,2.8233,6.4214,1.1082,10.3529,54.2203
478,5.0030,2.7914,6.4515,1.1960,10.4389,54.2203
479,5.0135,2.8860,6.4353,1.1433,10.4646,38.2001
480,5.0240,2.8501,6.4585,1.1369,10.4455,38.3053
481,5.0344,2.8423,6.4479,1.1503,10.4405,35.4795
482,5.0448,2.8196,6.4343,1.1299,10.3838,35.8959
483,5.0552,2.7980,6.4354,1.1520,10.3854,33.6193
484,5.0656,2.7811,6.5064,1.1472,10.4347,33.8408
485,5.0760,2.8196,6.4093,1.1381,10.3670,34.5954
486,5.0864,2.8139,6.4420,1.1462,10.4021,34.9280
487,5.0968,2.8283,6.4108,1.1804,10.4195,36.5088
488,5.1072,2.8166,6.4558,1.1255,10.3979,39.1201
489,5.1176,2.8276,6.4216,1.1422,10.3914,40.4868
490,5.1281,2.8164,6.4410,1.1898,10.4472,40.7014
491,5.1385,2.8489,6.4407,1.1306,10.4202,41.9386
492,5.1490,2.9189,6.4560,1.1317,10.5066,44.1027
493,5.1595,2.8209,6.4044,1.2474,10.4727,45.0908
494,5.1699,2.8015,6.4379,1.1569,10.3963,41.9310
495,5.1803,2.8224,6.4424,1.1293,10.3941,41.1217
496,5.1906,2.8107,6.4237,1.1366,10.3710,41.7191
497,5.2011,2.8602,6.4288,1.1420,10.4310,40.7159
498,5.2115,2.8234,6.4982,1.1523,10.4739,39.1521
499,5.2221,2.9633,6.4630,1.1352,10.5615,39.3170
500,5.2338,3.9469,6.6254,1.1464,11.7187,41.4356
501,5.2442,2.8146,6.4422,1.1459,10.4027,41.1270
502,5.2546,2.7865,6.4544,1.1425,10.3834,41.3615
503,5.2650,2.7761,6.4174,1.1509,10.3444,41.6248
504,5.2755,2.8957,6.4346,1.1520,10.4823,43.7983
505,5.2860,2.8426,6.5342,1.1551,10.5319,47.2627
506,5.2964,2.8448,6.3979,1.1260,10.3687,46.1607
507,5.3068,2.7733,6.5553,1.1563,10.4849,46.9509
508,5.3176,3.1635,6.4239,1.1848,10.7722,44.3756
509,5.3282,2.9848,6.4490,1.1308,10.5646,52.2839
510,5.3385,2.7707,6.4476,1.1210,10.3393,54.2203
511,5.3490,2.8274,6.4669,1.1456,10.4399,51.3843
512,5.3594,2.8049,6.4247,1.1674,10.3970,49.1928
513,5.3703,3.3370,6.4420,1.1284,10.9074,49.0811
514,5.3814,3.4962,6.4204,1.1555,11.0721,48.1174
515,5.3918,2.8446,6.4636,1.1460,10.4542,49.0079
516,5.4022,2.8589,6.3877,1.1425,10.3891,49.1546
517,5.4126,2.7864,6.4534,1.1292,10.3690,49.7979
518,5.4229,2.8182,6.3834,1.1347,10.3363,49.6197
519,5.4334,2.9420,6.4154,1.1443,10.5017,50.4026
520,5.4438,2.8208,6.3992,1.1413,10.3613,49.8316
521,5.4542,2.8260,6.4236,1.1480,10.3976,52.0042
522,5.4646,2.8324,6.3971,1.1333,10.3628,51.9566
523,5.4750,2.8627,6.4510,1.1359,10.4496,52.9697
524,5.4862,3.6238,6.4276,1.1321,11.1835,54.0390
525,5.4967,2.9405,6.4136,1.1331,10.4872,54.2203
526,5.5071,2.8364,6.4082,1.1222,10.3668,54.2203
527,5.5174,2.7893,6.4090,1.1412,10.3395,54.2203
528,5.5279,2.9646,6.4016,1.1246,10.4908,53.9531
529,5.5382,2.7983,6.4070,1.1190,10.3243,53.4033
530,5.5486,2.8066,6.4041,1.1320,10.3427,52.9771
531,5.5590,2.8853,6.3967,1.1259,10.4079,52.2490
532,5.5694,2.8181,6.4423,1.1356,10.3960,53.6308
533,5.5798,2.8461,6.4022,1.1451,10.3934,54.0837
534,5.5902,2.8417,6.4202,1.1240,10.3859,50.3533
535,5.6006,2.8512,6.4107,1.1304,10.3923,47.8744
536,5.6110,2.7686,6.4649,1.1476,10.3811,44.1881
537,5.6213,2.8347,6.4034,1.1260,10.3641,45.1970
538,5.6317,2.8018,6.4494,1.1325,10.3837,44.7017
539,5.6421,2.8046,6.4177,1.1306,10.3529,47.1744
540,5.6527,3.0709,6.4137,1.1294,10.6140,48.1433
541,5.6630,2.8211,6.4146,1.1255,10.3612,49.5501
542,5.6734,2.8090,6.4307,1.1355,10.3752,52.1812
543,5.6839,2.9081,6.4169,1.1633,10.4883,51.8555
544,5.6943,2.8340,6.4419,1.1268,10.4027,54.2203
545,5.7046,2.7841,6.4085,1.1345,10.3271,54.2203
546,5.7154,3.1897,6.4244,1.1366,10.7507,54.2203
547,5.7258,2.8261,6.4123,1.1236,10.3620,54.2203
548,5.7361,2.7753,6.4267,1.1277,10.3297,54.2203
549,5.7465,2.9211,6.3947,1.1186,10.4344,54.2203
550,5.7569,2.8034,6.4272,1.1289,10.3595,54.2203
551,5.7673,2.8645,6.4073,1.1356,10.4074,54.2203
552,5.7777,2.8138,6.4113,1.1316,10.3567,54.2203
553,5.7881,2.8631,6.4400,1.1354,10.4385,54.2203
554,5.7986,2.8573,6.4641,1.1745,10.4959,54.2203
555,5.8089,2.7926,6.4021,1.1181,10.3128,54.2203
556,5.8194,2.8834,6.4243,1.1382,10.4459,54.2203
557,5.8298,2.7998,6.4378,1.1494,10.3870,54.2203
558,5.8401,2.8375,6.4101,1.1176,10.3652,54.2203
559,5.8505,2.8306,6.4291,1.1234,10.3831,54.2203
560,5.8609,2.8181,6.4459,1.1287,10.3927,54.2203
561,5.8713,2.8725,6.3991,1.1254,10.3970,54.2203
562,5.8817,2.8099,6.4390,1.1270,10.3759,54.2203
563,5.8921,2.8115,6.4302,1.1287,10.3704,54.2203
564,5.9027,2.9890,6.4980,1.1488,10.6358,54.2203
565,5.9131,2.8147,6.4237,1.1672,10.4056,54.2203
566,5.9235,2.8148,6.4242,1.1378,10.3768,54.2203
567,5.9339,2.9193,6.3993,1.1385,10.4571,54.2203
568,5.9443,2.8199,6.4370,1.1238,10.3807,54.2203
569,5.9547,2.8200,6.4063,1.1236,10.3499,54.2203
570,5.9651,2.9230,6.3994,1.1142,10.4366,54.2203
571,5.9755,2.8247,6.4310,1.1249,10.3806,54.2203
572,5.9859,2.7922,6.4513,1.1227,10.3662,54.2203
573,5.9963,2.8701,6.4024,1.1131,10.3856,54.2203
574,6.0067,2.7898,6.4528,1.1494,10.3920,54.2203
575,6.0171,2.8908,6.4228,1.1384,10.4520,54.2203
576,6.0275,2.8521,6.4460,1.1347,10.4328,54.2203
577,6.0380,2.8280,6.4550,1.1275,10.4105,54.2203
578,6.0483,2.8124,6.4313,1.1377,10.3814,54.2203
579,6.0587,2.8382,6.4193,1.1213,10.3788,54.2203
580,6.0691,2.8062,6.4332,1.1245,10.3639,54.2203
581,6.0795,2.8097,6.4384,1.1236,10.3717,54.2203
582,6.0899,2.9023,6.3987,1.1177,10.4187,54.2203
583,6.1003,2.7973,6.4915,1.1360,10.4248,54.2203
584,6.1107,2.7784,6.4279,1.1273,10.3336,54.2203
585,6.1211,2.9312,6.4413,1.1177,10.4902,54.2203
586,6.1315,2.8194,6.4372,1.1350,10.3916,54.2203
587,6.1419,2.8126,6.4507,1.1354,10.3987,54.2203
588,6.1524,2.9092,6.4207,1.1290,10.4589,54.2203
589,6.1629,2.8134,6.5087,1.1446,10.4667,54.2203
590,6.1735,2.9221,6.5057,1.1648,10.5926,54.2203
591,6.1842,3.0489,6.4738,1.1569,10.6796,54.2203
592,6.1948,2.9796,6.4957,1.1599,10.6352,54.2203
593,6.2053,2.9576,6.4261,1.1343,10.5180,54.2203
594,6.2159,2.9340,6.4575,1.1264,10.5179,54.2203
595,6.2262,2.7572,6.4177,1.1310,10.3059,54.2203
596,6.2365,2.7707,6.4372,1.1742,10.3821,54.2203
597,6.2469,2.8393,6.4082,1.1269,10.3744,54.2203
598,6.2573,2.8426,6.4316,1.1329,10.4071,54.2203
599,6.2677,2.8196,6.4371,1.1411,10.3978,54.2203
600,6.2781,2.8142,6.4047,1.1211,10.3400,54.2203
601,6.2884,2.7921,6.4304,1.1320,10.3545,54.2203
602,6.2987,2.7594,6.4038,1.1187,10.2819,54.2203
603,6.3093,2.9491,6.4798,1.1767,10.6056,54.2203
604,6.3198,2.9314,6.4172,1.1205,10.4691,54.2203
605,6.3301,2.7961,6.3986,1.1337,10.3284,54.2203
606,6.3405,2.7958,6.3895,1.1331,10.3184,54.2203
607,6.3508,2.8524,6.4033,1.1175,10.3732,54.2203
608,6.3612,2.8112,6.4250,1.1317,10.3679,54.2203
609,6.3715,2.8171,6.4010,1.1110,10.3291,54.2203
610,6.3820,2.8991,6.4567,1.1268,10.4826,54.2203
611,6.3924,2.8263,6.4273,1.1423,10.3959,54.2203
612,6.4028,2.8228,6.4174,1.1258,10.3660,54.2203
613,6.4132,2.8752,6.4130,1.1213,10.4095,54.2203
614,6.4236,2.8741,6.4089,1.1288,10.4118,54.2203
615,6.4340,2.8849,6.3951,1.1217,10.4017,54.2203
616,6.4444,2.8220,6.4222,1.1313,10.3755,54.2203
617,6.4548,2.8220,6.4127,1.1403,10.3750,54.2203
618,6.4652,2.8558,6.4260,1.1281,10.4099,54.2203
619,6.4756,2.8856,6.4203,1.1262,10.4321,54.2203
620,6.4860,2.8097,6.4625,1.1339,10.4061,54.2203
621,6.4964,2.8797,6.3907,1.1315,10.4019,54.2203
622,6.5068,2.7908,6.4346,1.1252,10.3506,54.2203
623,6.5171,2.8048,6.4126,1.1240,10.3414,54.2203
624,6.5276,2.9655,6.4126,1.1170,10.4951,54.2203
625,6.5380,2.8303,6.4268,1.1272,10.3843,54.2203
626,6.5484,2.8053,6.4362,1.1221,10.3636,54.2203
627,6.5588,2.8903,6.3997,1.1179,10.4079,54.2203
628,6.5692,2.7926,6.4348,1.1346,10.3620,54.2203
629,6.5796,2.8360,6.4225,1.1419,10.4004,54.2203
630,6.5900,2.8657,6.4277,1.1622,10.4556,54.2203
631,6.6004,2.8279,6.4369,1.1218,10.3866,54.2203
632,6.6108,2.8023,6.4352,1.1280,10.3655,54.2203
633,6.6212,2.9024,6.4238,1.1164,10.4426,54.2203
634,6.6316,2.8287,6.4183,1.1197,10.3667,54.2203
635,6.6420,2.8436,6.4280,1.1265,10.3981,54.2203
636,6.6525,2.9769,6.4179,1.1175,10.5123,54.2203
637,6.6629,2.8052,6.4427,1.1252,10.3731,54.2203
638,6.6732,2.7806,6.4053,1.1242,10.3101,54.2203
639,6.6837,2.9375,6.4356,1.1329,10.5060,54.2203
640,6.6941,2.8490,6.4183,1.1190,10.3863,54.2203
641,6.7045,2.8293,6.4395,1.1221,10.3909,54.2203
642,6.7149,2.8940,6.4122,1.1256,10.4318,54.2203
643,6.7253,2.8028,6.4870,1.1313,10.4211,54.2203
644,6.7357,2.8050,6.4381,1.1344,10.3775,54.2203
645,6.7462,2.9513,6.4293,1.1207,10.5013,54.2203
646,6.7565,2.7818,6.4093,1.1248,10.3159,54.2203
647,6.7669,2.8355,6.4330,1.1274,10.3959,54.2203
648,6.7775,2.9413,6.4507,1.1300,10.5220,54.2203
649,6.7879,2.8619,6.4476,1.1333,10.4428,54.2203
650,6.7983,2.8304,6.4273,1.1359,10.3936,54.2203
651,6.8088,2.8888,6.4292,1.1293,10.4473,54.2203
652,6.8192,2.8368,6.4613,1.1381,10.4362,54.2203
653,6.8295,2.7850,6.4297,1.1275,10.3422,54.2203
654,6.8401,3.0246,6.4215,1.1407,10.5868,54.2203
655,6.8506,2.8287,6.4592,1.1264,10.4143,54.2203
656,6.8610,2.7782,6.4709,1.1424,10.3915,54.2203
657,6.8713,2.8074,6.4182,1.1192,10.3448,54.2203
658,6.8818,2.8161,6.5149,1.1224,10.4534,54.2203
659,6.8922,2.8162,6.4810,1.1503,10.4475,54.2203
660,6.9027,2.8817,6.4457,1.1322,10.4596,54.2203
661,6.9130,2.8330,6.4181,1.1176,10.3687,54.2203
662,6.9234,2.8176,6.4211,1.1278,10.3665,54.2203
663,6.9339,2.9213,6.4046,1.1273,10.4532,54.2203
664,6.9442,2.8073,6.4277,1.1223,10.3573,54.2203
665,6.9546,2.8113,6.4234,1.1272,10.3619,54.2203
666,6.9653,3.0539,6.4650,1.1406,10.6595,54.2203
667,6.9756,2.8096,6.4141,1.1222,10.3459,54.2203
668,6.9860,2.7653,6.4560,1.1327,10.3540,54.2203
669,6.9964,2.9446,6.4184,1.1230,10.4860,54.2203
670,7.0069,2.8284,6.4297,1.1672,10.4253,54.2203
671,7.0173,2.8331,6.4026,1.1466,10.3823,54.2203
672,7.0278,2.8930,6.4719,1.1309,10.4958,54.2203
673,7.0382,2.8582,6.4120,1.1223,10.3925,54.2203
674,7.0485,2.8285,6.4100,1.1219,10.3604,54.2203
675,7.0590,2.9549,6.3827,1.1223,10.4599,54.2203
676,7.0694,2.8150,6.4192,1.1313,10.3655,54.2203
677,7.0797,2.7829,6.4101,1.1315,10.3245,54.2203
678,7.0902,2.9153,6.4278,1.1233,10.4664,54.2203
679,7.1005,2.8260,6.4344,1.1311,10.3915,54.2203
680,7.1109,2.7977,6.4418,1.1308,10.3703,54.2203
681,7.1215,2.9672,6.4271,1.1421,10.5364,54.2203
682,7.1318,2.8327,6.4307,1.1181,10.3815,54.2203
683,7.1422,2.7775,6.4125,1.1275,10.3175,54.2203
684,7.1526,2.9121,6.4208,1.1307,10.4636,54.2203
685,7.1630,2.8128,6.4285,1.1195,10.3608,54.2203
686,7.1734,2.8097,6.4421,1.1295,10.3813,54.2203
687,7.1838,2.8959,6.4009,1.1174,10.4142,54.2203
688,7.1942,2.8114,6.4484,1.1238,10.3836,54.2203
689,7.2045,2.7823,6.4334,1.1300,10.3457,54.2203
690,7.2150,2.9003,6.4237,1.1169,10.4409,54.2203
691,7.2253,2.7850,6.4502,1.1199,10.3551,54.2203
692,7.2357,2.7979,6.4239,1.1295,10.3513,54.2203
693,7.2462,2.8925,6.4803,1.1291,10.5019,54.2203
694,7.2566,2.8292,6.4419,1.1330,10.4041,54.2203
695,7.2670,2.8283,6.4463,1.1415,10.4161,54.2203
696,7.2776,3.0569,6.4204,1.1251,10.6024,54.2203
697,7.2880,2.7895,6.4393,1.1290,10.3578,54.2203
698,7.2983,2.7637,6.4248,1.1331,10.3216,54.2203
699,7.3088,2.9248,6.4181,1.1239,10.4668,54.2203
700,7.3193,2.8230,6.4732,1.1989,10.4951,54.2203
701,7.3296,2.7733,6.4132,1.1325,10.3190,54.2203
702,7.3400,2.8733,6.4360,1.1354,10.4447,54.2203
703,7.3504,2.8238,6.4347,1.1416,10.4001,54.2203
704,7.3609,2.7805,6.4442,1.1850,10.4097,54.2203
705,7.3717,3.1491,6.4838,1.1677,10.8006,54.2203
706,7.3822,2.9096,6.4678,1.1712,10.5486,54.2203
707,7.3928,2.9676,6.4839,1.1730,10.6245,54.2203
708,7.4035,2.9516,6.5043,1.1789,10.6348,54.2203
709,7.4138,2.7864,6.4012,1.1293,10.3169,54.2203
710,7.4242,2.8179,6.4767,1.1485,10.4431,54.2203
711,7.4346,2.8290,6.4080,1.1643,10.4013,54.2203
712,7.4451,2.8407,6.4703,1.1351,10.4461,54.2203
713,7.4555,2.8131,6.4199,1.1478,10.3808,54.2203
714,7.4658,2.7872,6.4460,1.1294,10.3626,54.2203
715,7.4762,2.8648,6.3882,1.1302,10.3832,54.2203
716,7.4867,2.7987,6.4354,1.2116,10.4457,54.2203
717,7.4970,2.7829,6.3881,1.1258,10.2968,54.2203
718,7.5073,2.7473,6.4075,1.1277,10.2825,54.2203
719,7.5176,2.7806,6.3766,1.1278,10.2850,53.2396
720,7.5279,2.8776,6.3947,1.1167,10.3890,53.3537
721,7.5383,2.7778,6.4120,1.1219,10.3117,54.2203
722,7.5486,2.7865,6.4159,1.1222,10.3246,53.0566
723,7.5591,2.9496,6.3905,1.1249,10.4650,52.6898
724,7.5695,2.8349,6.4284,1.1299,10.3932,52.0695
725,7.5798,2.7887,6.4142,1.1361,10.3390,52.0635
726,7.5901,2.7839,6.4160,1.1168,10.3167,51.0221
727,7.6005,2.8211,6.4257,1.1349,10.3817,50.0729
728,7.6108,2.7272,6.4321,1.1258,10.2851,49.8421
729,7.6212,2.8773,6.4294,1.1248,10.4315,49.0095
730,7.6316,2.7876,6.4346,1.1234,10.3456,48.2795
731,7.6419,2.7450,6.4365,1.1289,10.3104,47.0534
732,7.6523,2.8791,6.3990,1.1179,10.3960,47.0958
733,7.6627,2.7671,6.4756,1.1385,10.3812,47.2715
734,7.6730,2.7829,6.4074,1.1336,10.3239,46.8771
735,7.6834,2.8558,6.4243,1.1263,10.4064,47.6679
736,7.6938,2.8653,6.4052,1.1144,10.3849,47.0564
737,7.7041,2.7473,6.4234,1.1276,10.2983,46.2361
738,7.7145,2.8664,6.3874,1.1217,10.3755,45.3970
739,7.7248,2.7419,6.4582,1.1229,10.3230,45.8172
740,7.7352,2.8040,6.4251,1.1253,10.3544,44.7905
741,7.7456,2.8738,6.4647,1.1346,10.4731,43.9836
742,7.7560,2.7643,6.4424,1.1334,10.3401,43.3965
743,7.7664,2.8043,6.4539,1.1337,10.3919,42.1184
744,7.7768,2.8266,6.4402,1.1583,10.4251,40.8903
745,7.7872,2.7731,6.4647,1.1349,10.3727,39.1114
746,7.7977,2.8991,6.5166,1.1453,10.5610,37.8168
747,7.8081,2.7761,6.4286,1.1200,10.3247,37.3446
748,7.8184,2.7720,6.4340,1.1294,10.3354,37.6730
749,7.8288,2.7927,6.4312,1.1322,10.3561,35.8363
750,7.8391,2.8293,6.4137,1.1260,10.3690,35.3641
751,7.8495,2.8229,6.4665,1.1241,10.4135,35.1065
752,7.8598,2.7431,6.4144,1.1228,10.2803,33.8881
753,7.8702,2.8604,6.4333,1.1203,10.4140,34.4343
754,7.8806,2.7859,6.4267,1.1451,10.3577,34.6012
755,7.8911,2.8112,6.4976,1.1465,10.4553,33.8709
756,7.9015,2.8508,6.4656,1.1406,10.4570,33.3139
757,7.9119,2.8080,6.4687,1.1441,10.4208,33.3858
758,7.9223,2.8440,6.4144,1.1378,10.3962,35.4498
759,7.9328,2.8261,6.4902,1.1267,10.4430,36.1068
760,7.9432,2.8159,6.4147,1.1267,10.3573,39.1456
761,7.9535,2.7662,6.4518,1.1293,10.3473,39.9853
762,7.9639,2.8661,6.4015,1.1200,10.3876,40.9762
763,7.9742,2.7503,6.4550,1.1257,10.3310,42.8946
764,7.9846,2.8568,6.4007,1.1303,10.3878,43.0402
765,7.9952,2.9948,6.4482,1.1398,10.5828,44.0264
766,8.0055,2.7752,6.3932,1.1337,10.3021,43.6429
767,8.0160,2.8400,6.4582,1.1394,10.4376,46.0684
768,8.0264,2.9319,6.3916,1.1195,10.4430,46.9460
769,8.0368,2.7883,6.4526,1.1251,10.3660,47.0756
770,8.0471,2.8147,6.3882,1.1238,10.3267,48.4955
771,8.0576,2.9695,6.4427,1.1213,10.5335,49.3556
772,8.0679,2.7443,6.4115,1.1239,10.2797,50.4774
773,8.0783,2.8013,6.4307,1.1278,10.3598,52.1792
774,8.0888,2.9770,6.3910,1.1172,10.4852,53.1646
775,8.0992,2.8215,6.4554,1.1230,10.3999,54.2203
776,8.1096,2.8364,6.4264,1.1262,10.3890,54.2203
777,8.1202,3.0223,6.4498,1.1214,10.5935,54.2203
778,8.1305,2.7822,6.4100,1.1214,10.3136,54.2203
779,8.1408,2.7541,6.4295,1.1307,10.3143,54.2203
780,8.1513,2.9730,6.3955,1.1155,10.4840,54.2203
781,8.1616,2.7339,6.4328,1.1233,10.2900,54.2203
782,8.1718,2.7629,6.3836,1.1230,10.2695,54.2203
783,8.1823,2.8689,6.4372,1.1228,10.4289,54.2203
784,8.1926,2.7773,6.4050,1.1272,10.3095,54.2203
785,8.2030,2.8683,6.4426,1.1336,10.4445,54.2203
786,8.2134,2.7927,6.4340,1.1217,10.3484,54.2203
787,8.2236,2.8080,6.2408,1.1680,10.2168,54.2203
788,8.2340,2.8287,6.4173,1.1360,10.3820,54.2203
789,8.2444,2.7956,6.5001,1.1065,10.4022,54.2203
790,8.2547,2.8125,6.4134,1.1143,10.3402,54.2203
791,8.2651,2.7615,6.4230,1.1259,10.3104,54.2203
792,8.2755,2.8439,6.4887,1.1105,10.4431,54.2203
793,8.2858,2.7649,6.4532,1.1113,10.3294,54.2203
794,8.2962,2.8091,6.3880,1.1188,10.3159,54.2203
795,8.3065,2.7714,6.4757,1.1123,10.3594,54.2203
796,8.3169,2.7659,6.4489,1.1416,10.3564,54.2203
797,8.3275,3.0342,6.4150,1.1361,10.5853,54.2203
798,8.3381,2.8029,6.6719,1.1270,10.6018,54.2203
799,8.3484,2.8189,6.4287,1.1154,10.3630,54.2203
800,8.3588,2.8097,6.4189,1.1175,10.3461,54.2203
801,8.3692,2.8300,6.4670,1.1122,10.4092,54.2203
802,8.3795,2.7894,6.4430,1.1139,10.3463,54.2203
803,8.3898,2.7705,6.4017,1.1245,10.2967,54.2203
804,8.4003,2.8407,6.4612,1.1151,10.4170,54.2203
